﻿language,unit,word,definition
"עברית","2","פָשָׂה","התפשט, התרחב, נפוץ (משמש במיוחד לתיאור תופעות שליליות או מזיקות)"
"עברית","2","פִּשְפָּש","דלת קטנה, שער קטן"
"עברית","2","פֶּתִי","מי שמאמין לכל מה שאומרים לו"
"עברית","2","צְדוּדִית","פרופיל, מראה דמותו של אדם או עצם מן הצד"
"עברית","2","צוֹהַר","חלון קטן, אשנב"
"עברית","2","קוּבְלָנָה","תלונה, טענה"
"עברית","2","קוּלְמוּס","עט, נוצה לרישום"
"עברית","2","קוּף הַמַּחַט","החור במחט דרכו משחילים את החוט, חריר המחט"
"עברית","2","קוֹרַת רוּחַ","שביעות רצון, נחת (להיפך: מורת רוח)"
"עברית","2","קֶסֶת","כלי לדיו"
"עברית","2","קָפַץ","סגר בחוזקה איבר כלשהו (שפתיים, אגרוף)"
"עברית","2","קָפַץ אֶת יָדוֹ","סרב לתת"
"עברית","2","קָרוּא","מי שהוזמן"
"עברית","2","קְשֵׁה עוֹרֶף","עקשן"
"עברית","2","רַאַוְותָן","אוהב להראות את עצמו ולהרשים אחרים (מציג עצמו כאילו היה חלון ראוה)"
"עברית","2","רֶגֶב","גוש עפר"
"עברית","2","רְדִיד","צעיף"
"עברית","2","רוֹבֶד","שכבה"
"עברית","2","רָווּי","מלא, עמוס"
"עברית","2","רָווּי","מלא בנוזלים, ששתה מספיק, שהשקו אותו דַיו"
"עברית","2","רֶכֶס","שרשרת הרים או גבעות"
"עברית","2","רָפֶה","חלש ומדולדל, רופס"
"עברית","2","רִפְיוֹן יָדַיִּם","יאוש"
"עברית","2","רִפְיוֹן רוּחַ","יאוש"
"עברית","2","רִפְיוֹן רוּחַ","חולשה נפשית, חוסר אונים"
"עברית","2","רִתְמָה","מערכת רצועות המשמשת לקשירת הבהמה, אפסר, רסן"
"עברית","2","שְׁבָב","רסיס עץ או מתכת הניתז בעת עיבודם"
"עברית","2","שְׁבָב","חלק קטן במחשב (צִ&#39;יפ)"
"עברית","2","שַׁבְשֶׁבֶת","מתקן המשמש לזיהוי כיוון הרוח"
"עברית","2","שִׁגְעוֹן גַּדְלוּת","סוג של הפרעה נפשית שהלוקה בה חושב שהוא אישיות חשובה ובעלת כוחות מיוחדים"
"עברית","2","שְׁדֵמָה","שדה תבואה או כרם"
"עברית","2","שׁוֹקֶת","מיכל מים דמוי אמבטיה המשמש להשקיית בהמות (בִּפְנֵי שׁוֹקֶת שְׁבוּרָה - במצב של חוסר אונים)"
"עברית","2","שִׁיסּוּי","הסתה לתקיפה, חירחור"
"עברית","2","שָׁלַט בְּרוּחוֹ","ריסן את עצמו, התאפק"
"עברית","2","שִׁעֲרוּך","הערכת שווי מחדש"
"עברית","2","שִׁרְבּוּט","ציור ללא משמעות, ""קשקוש"""
"עברית","2","תָּאֵב","רוצה מאוד, משתוקק (תאב בצע - רודף כסף)"
"עברית","2","תַּגְּרָן","רוכל בשוק, סוחר"
"עברית","2","תַּגְּרָן","כינוי למי שמרבה להתווכח על המחיר"
"עברית","2","תּוֹחֶלֶת חַיִים","משך הזמן שאדם (או מכשיר או ארגון) צפויים להתקיים"
"עברית","2","תְּלוּלִית","ערימה קטנה, תלולית"
"עברית","3","אֲבוּקָה","לפיד, צרור קיסמים בוערים"
"עברית","3","אֶבֶן מַשְׁחֶזֶת","אבן המשמשת להשחזה ושינון של כלי חיתוך חדים"
"עברית","3","אֶגֶד","תחבושת לפצע, פלסטר (אגד מדבק)"
"עברית","3","אֶגֶד","חבילה"
"עברית","3","אֶגֶד","יחידה צבאית גדולה"
"עברית","3","אֵגֶל","רסיס, טיפה של נוזל (טל, זיעה, דמעה וכדומה)"
"עברית","3","אָהִיל","כיסוי למנורה"
"עברית","3","אוֹבְּיֶקְטִיבִי","ענייני, שאינו מושפע מדעות או העדפות אישיות"
"עברית","3","אוּמְדָן","הערכה של גודל"
"עברית","3","אוֹרְחָה","שיירה של בעלי חיים או רוכבים (בדרך כלל של גמלים)"
"עברית","3","אוֹרְלוֹגִין","שעון קיר גדול"
"עברית","3","אָחוּז אֵימָה","מפוחד מאוד"
"עברית","3","אָכַף","כפה על קיום חוק, תקנה, פסק דין"
"עברית","3","אָנִין","בעל טעם מעודן ורגיש, בררן"
"עברית","3","אָפִיק","נחל, ערוץ, נהר"
"עברית","3","אָפִיק","מסלול, נתיב, כיוון"
"עברית","3","אָפַס","לא נשאר ממנו דבר, תם, נגמר"
"עברית","3","בָּא עַל שְׂכָרוֹ","קיבל את מה שמגיע לו על מעשיו הטובים, תוגמל"
"עברית","3","בּוֹסֵס","הלך לאט ובצעדים כבדים, בדרך כלל באדמה טובענית, בבוץ, בשלג וכדומה"
"עברית","3","בָּזַק","פיזר"
"עברית","3","בָּזָק","מהיר מאוד, מפתיע"
"עברית","3","בְּחַדְרֵי חֲדָרִים","בצורה לא גלויה, בסתר"
"עברית","3","בִּיעוּת","פחד גדול, מורא, אימה"
"עברית","3","בִּיעָף","במהירות"
"עברית","3","בֵּית מֶרְחָץ","מקום ציבורי שניתן להתרחץ ולהתקלח בו"
"עברית","3","בַּר","ראוי ל-, בעל... (בר-סמכא - בעל סמכות)"
"עברית","3","בַּר","בן"
"עברית","3","בַּר","תבואה, גרגרי תבואה ללא השיבולים"
"עברית","3","בַּר","נקי, טהור"
"עברית","3","בַּר","לא מתורבת, פראי"
"עברית","3","בַּר","חוץ, הצד החיצון (אין תוכו כברו - אין פנימיותו כחיצוניותו)"
"עברית","3","בְּרִיּוֹת","שם כולל לבעלי החיים (כולל בני אדם)"
"עברית","3","בְּרִיחַ","קורה מעץ או ברזל המשמשת לנעילת השער"
"עברית","3","בְּרִיחַ","אחד החלקים בנשק קל"
"עברית","3","בַּר-שְׁפִיטָה","מי שניתן לשפוט אותו"
"עברית","3","בְּשׁוֹגֵג","לא בכוונה, בטעות, שלא במתכוון, בלא יודעין"
"עברית","3","גֹּורֶן","מקום בו דשים את התבואה (מפרידים את הגרגרים מהשיבולים)"
"עברית","3","גָחַן","התכופף, שח, גהר"
"עברית","3","גַּלָב","סַפָּר, אדם שמקצועו לספר אנשים ולגלחם"
"עברית","3","גַּמְלוֹנִי","גדול, ארוך, מגושם, חסר קואורדינציה, מסורבל (גמלוני - כמו גמל)"
"עברית","3","גָּנַז","העביר מסמכים לארכיב לשם אִחסון"
"עברית","3","גֵּץ","ניצוץ"
"עברית","3","גֶּשֶׁם זַלְעָפוֹת","גשם חזק, מבול"
"עברית","3","דּוּמָם","בשקט, בדממה"
"עברית","3","דִידָה","צלע, הלך תוך קפיצות קלות ותנועות מצד לצד"
"עברית","3","דָּלִיל","לא מרוכז, לא דחוס, מפוזר"
"עברית","3","דָּלִיל","מימי, נוזלי"
"עברית","3","דִמְעוֹת תַנִּין","דמעות שווא המוזלות רק למראית עין, השתתפות בצער הזולת כלפי חוץ בלבד"
"עברית","3","דֶּשֶׁן","חומר כימי שמוסיפים לאדמה לצורך השבחתה לגידול צמחים"
"עברית","3","הִדִּיחַ","הסית למעשה שלילי"
"עברית","3","הַדְרָן","קטע נוסף לאחר סיום הופעה, לאור בקשת הקהל"
"עברית","3","הוֹגִיעַ","עייף"
"עברית","3","הִזְלִיף","התיז נוזל, טפטף"
"עברית","3","הִטִּיל אֶת חִתּוֹ / חִתָּתוֹ","הפחיד אותו מאוד, הרתיע"
"עברית","3","הֵטִיל מוֹרָא","הפחיד מאוד"
"עברית","3","הִלְאִים","העביר לבעלות הכלל, הפקיע מבעלות פרטית לבעלות לאומית (להיפך: הפריט)"
"עברית","3","הָלַךְ רָכִיל","ריכל"
"עברית","3","הָלַך שְׁבִי","התפתה אחרי דבר מה שהתברר כשקר ומרמה, הלך שולל"
"עברית","3","הָלַך שְׁבִי","התאהב במישהו או משהו לחלוטין והיה מוכן לעשות הכול למענו"
"עברית","3","הָלַך שׁוֹלַל","האמין לדבר שהתברר כמוטעה, רוּמה"
"עברית","3","הִלְעִיט","האכיל יותר מידי"
"עברית","3","הֵמִיר","החליף דבר אחד בשני"
"עברית","3","הֵמֵס","חימם מוצק עד שהפך לנוזל"
"עברית","3","הֵסֵב","התיישב לשולחן"
"עברית","3","הֶעְפִּיל","התקדם בתפקיד או מעמד"
"עברית","3","הֶעְפִּיל","עלה על מקום גבוהה, טיפס"
"עברית","3","הִפְצִיר","בקש שוב ושוב, התחנן"
"עברית","3","הִפְקִיעַ","לקח דבר מה מבעליו בעזרת צו משפטי או בתוקף חוקי אחר"
"עברית","3","הִפְקִיעַ","העלה דבר מעבר למקובל (הפקעת מחירים - העלאה מופרזת של מחירים מעבר למחיר המקובל, פשיטת עור)"
"עברית","3","הֵפֵר","הפסיק, השבית"
"עברית","3","הֵפֵר","לא קיים"
"עברית","3","הִצְטַנֵּף","התכרבל בתנוחה עוברית"
"עברית","3","הֵקִיץ הַקֵץ","הגיע הסוף למשהו, תם"
"עברית","3","הִקְנִיט","הרגיז מישהו על ידי לעג, עקיצה"
"עברית","3","הִרְעִיף","העניק דברים טובים (כמו מחמאות) בנדיבות וברוחב לב"
"עברית","3","הִרְעִיף","הזיל, התיז"
"עברית","3","הִרְפָּה","הפסיק להחזיק בו, הפסיק להטריד או להציק"
"עברית","3","הִשִּׂיא עֵצָה","ייעץ"
"עברית","3","הִשְׁרָה","שם משהו בתוך נוזל, טבל (והשאיר בתוך הנוזל)"
"עברית","3","הִשְׁתַּיֵּר","נשאר, נותר"
"עברית","3","הִשְׁתַּעְבֵּד","קיבל בהכנעה את מרותו של מישהו, דוכא"
"עברית","3","הִשְׁתַּעְבֵּד","התמכר"
"עברית","3","הִשְׁתַּעְבֵּד","השקיע את כל זמנו ומרצו במשהו תוך זניחת דברים אחרים"
"עברית","3","הִתְאַבֵּק בַּעֲפַר רַגְלָיו","הפך לתלמידו"
"עברית","3","הִתִּיךְ","העביר חומר ממצב מוצק למצב נוזל"
"עברית","3","הִתְיַמֵּר","חשב וטען שהוא יכול לעשות משהו שמעבר ליכולתו"
"עברית","3","הִתְלַקֵּחַ","התפרץ, התעורר והתחזק (על יֶצֶר, רגש וכד&#39;)"
"עברית","3","הִתְלַקֵּחַ","נדלק, התחיל לבעור"
"עברית","3","הִתְלַקֵּחַ","התלהט, התפשט (על ריב, קטטה וכד&#39;)"
"עברית","3","הִתְעַשֵּׁת","חזר לשלוט במצב, התארגן מחדש, יצא ממצב של בלבול"
"עברית","3","הִתְפִּיל","הפך לתפל, הפך מי ים למי שתיה"
"עברית","3","הִתְקַנֵּא","התחיל לקנא"
"עברית","3","הִתְרַבְרֵב","התגאה, השתחצן, ""השוויץ"""
"עברית","3","הִתְרַעֵם","כעס, התרגז, התמרמר"
"עברית","3","זַאֲטוּט","ילד קטן, תינוק"
"עברית","3","זְחוּחַ","מי שהתנהגותו היא שילוב של שביעות רצון מוגזמת וגאוותנות"
"עברית","3","זִיקּוּק","טיהור, ניקוי"
"עברית","3","זַך","נקי, טהור, צלול"
"עברית","3","זִכּוּך","טיהור"
"עברית","3","זָרָה","פיזר, הפיץ (כמו בביטוי - זרה מלח על הפצעים)"
"עברית","3","זָרָה אֲבָק / חוֹל בַּעֵינַיִים","הונה, ניסה להסתיר את העובדות"
"עברית","3","חוֹשֶׁךְ מִצְרַיִם","אפלה כבדה, חושך מוחלט (מכת החושך במצרים)"
"עברית","3","חַיִּץ","סוג של גדר המשמש להפרדה, מחיצה"
"עברית","3","חִישֵּׁל","חיזק והקשיח מבחינה פיזית או נפשית"
"עברית","3","חֲפִיר","תעלה חפורה באדמה מסביב לחומת העיר או מסביב למבצר"
"עברית","3","חֵרֵף נַפְשוֹ","סיכן את חייו בשביל משהו שהאמין בו"
"עברית","3","חֶרְפָּה","בושה"
"עברית","3","חֶשְׁבּוֹנִיָּה","מכשיר לביצוע פעולות פשוטות של חיבור וחיסור (מורכב משורות חרוזים שאפשר להזיזם מצד לצד)"
"עברית","3","חַתְרָנוּת","לחתור תחת מישהו, פעילות שמטרתה לערער מבפנים את הסדר הקיים"
"עברית","3","טָחוּב","רטוב, לח"
